bin	ESO.all.snps	GBM.all.snps	lung.all.snps	liver.all.snps	mel.all.snps	MM.all.snp	CRC.all.snp	LUSC.all.snp	ESO.1060.ESO.all.snps	ESO.1163.ESO.all.snps	ESO.130.ESO.all.snps	ESO.409.ESO.all.snps	ESO.682.ESO.all.snps	ESO.721.ESO.all.snps	ESO.774.ESO.all.snps	ESO.838.ESO.all.snps	ESO.913.ESO.all.snps	TCGA.34.2596.LUSC.all.snps	TCGA.34.2600.LUSC.all.snps	TCGA.43.3394.LUSC.all.snps	TCGA.56.1622.LUSC.all.snps	TCGA.60.2711.LUSC.all.snps	TCGA.60.2713.LUSC.all.snps	TCGA.60.2722.LUSC.all.snps	TCGA.60.2724.LUSC.all.snps	TCGA.60.2726.LUSC.all.snps	TCGA.66.2756.LUSC.all.snps	TCGA.66.2757.LUSC.all.snps	TCGA.66.2766.LUSC.all.snps	TCGA.06.0145.GBM.all.snps	TCGA.06.0152.GBM.all.snps	TCGA.06.0155.GBM.all.snps	TCGA.06.0185.GBM.all.snps	TCGA.06.0188.GBM.all.snps	TCGA.06.0648.GBM.all.snps	TCGA.14.0786.GBM.all.snps	MM.0191.snp	MM.0242.snp	MM.0309.snp	MM.0319.snp	MM.0332.snp	MM.0335.snp	MM.0338.snp	MM.0343.snp	MM.0344.snp	MM.0356.snp	MM.0375.snp	MM.0376.snp	MM.0383.snp	MM.0387.snp	MM.0389.snp	MM.0390.snp	MM.0392.snp	MM.0406.snp	MM.0408.snp	MM.0412.snp	MM.0421.snp	MM.0425.snp	MM.0447.snp	CRC.0002.snp	CRC.0003.snp	CRC.0004.snp	CRC.0005.snp	CRC.0006.snp	CRC.0007.snp	CRC.0008.snp	CRC.0009.snp	CRC.0010.snp	all.RK032.snps	all.RK001.snps	all.RK027.snps	all.RK015.snps	all.RK067.snps	all.RK046.snps	all.RK031.snps	all.RK002.snps	all.RK084.snps	all.RK041.snps	all.RK006.snps	all.RK035.snps	all.RK033.snps	all.RK099.snps	all.RK029.snps	all.RK056.snps	all.RK022.snps	all.RK083.snps	all.RK042.snps	all.RK025.snps	all.RK026.snps	all.RK126.snps	all.RK048.snps	all.RK047.snps	all.RK051.snps	all.RK075.snps	all.RK107.snps	all.RK106.snps	all.RK019.snps	all.RK003.snps	all.RK086.snps	all.RK092.snps	all.RK020.snps	all.RK037.snps	all.RK054.snps	all.RK023.snps	all.RK007.snps	all.RK137.snps	all.RK133.snps	all.RK024.snps	all.RK098.snps	all.RK109.snps	all.RK016.snps	all.RK050.snps	all.RK004.snps	all.RK063.snps	all.RK010.snps	all.RK069.snps	all.RK108.snps	all.RK012.snps	all.RK089.snps	all.RK100.snps	all.RK021.snps	all.RK130.snps	all.RK036.snps	all.RK079.snps	all.RK049.snps	all.RK141.snps	all.RK068.snps	all.RK055.snps	all.RK034.snps	all.RK138.snps	all.RK005.snps	all.RK018.snps	all.ME001.Tumor.snps	all.ME002.Tumor.snps	all.ME007.Tumor.snps	all.ME011.Tumor.snps	all.ME016.Tumor.snps	all.ME018.Tumor.snps	all.ME020.Tumor.snps	all.ME021.Tumor.snps	all.ME024.Tumor.snps	all.ME029.Tumor.snps	all.ME030.Tumor.snps	all.ME035.Tumor.snps	all.ME037.Tumor.snps	all.ME041.Tumor.snps	all.ME043.Tumor.snps	all.ME044.Tumor.snps	all.ME048.Tumor.snps	all.ME049.Tumor.snps	all.ME050.Tumor.snps	all.MEL.0009.Tumor.snps	all.MEL.0012.Tumor.snps	all.MEL.0015.Tumor.snps	all.MEL.0032.Tumor.snps	all.MEL.0045.Tumor.snps	all.Mel_BRAFi_02_PRE.Tumor.snps	all.LUAD.AEIUF.Tumor.snps	all.LUAD.D02326.Tumor.snps	all.LUAD.E00934.Tumor.snps	all.LUAD.E01014.Tumor.snps	all.LUAD.E01278.Tumor.snps	all.LUAD.FH5PJ.Tumor.snps	all.LUAD.QY22Z.Tumor.snps	all.LUAD.S00488.Tumor.snps	all.LUAD.S01302.Tumor.snps	all.LUAD.S01331.Tumor.snps	all.LUAD.S01341.Tumor.snps	all.LUAD.S01345.Tumor.snps	all.LUAD.S01346.Tumor.snps	all.LUAD.S01356.Tumor.snps	all.LUAD.S01381.Tumor.snps	all.LUAD.S01404.Tumor.snps	all.LUAD.S01405.Tumor.snps	all.LUAD.S01467.Tumor.snps	all.LUAD.S01478.Tumor.snps	all.LUAD.U6SJ7.Tumor.snps	all.LU.A08.43.Tumor.snps	all.LUAD.2GUGK.Tumor.snps	all.LUAD.5V8LT.Tumor.snps	all.LUAD.E01317.Tumor.snps
chr1.156	187	38	968	317	1034	46	63	379	14	29	13	14	21	32	28	19	17	37	43	13	24	9	24	39	35	40	45	16	34	4	5	8	6	9	3	3	0	0	5	2	2	4	0	1	1	1	1	2	0	3	6	1	3	0	1	8	3	1	1	9	4	5	9	7	2	9	13	5	4	5	10	2	8	13	3	6	7	7	15	17	0	2	7	9	2	4	8	2	2	10	14	4	7	5	6	8	8	1	11	3	1	4	1	2	2	5	4	1	3	4	4	6	4	2	3	1	2	3	7	6	7	3	6	9	3	2	0	1	4	3	3	1	35	21	14	32	41	43	51	13	55	53	16	27	34	48	57	72	21	70	42	155	23	0	18	19	57	18	12	73	13	21	28	50	67	115	21	7	20	54	49	25	26	25	23	51	18	7	25	205	15
chr1.157	55	14	481	156	678	41	27	179	2	8	7	2	7	18	6	3	2	20	11	7	8	8	15	14	26	8	27	10	19	2	4	0	2	3	1	2	4	0	1	3	2	0	2	2	2	1	3	1	4	0	3	2	1	0	0	6	1	1	2	0	2	2	7	1	1	7	5	2	3	6	4	4	1	9	2	4	1	2	9	5	2	4	3	5	1	3	6	2	1	8	4	3	3	0	1	3	3	0	2	3	2	2	1	1	6	3	4	0	1	1	0	2	4	1	0	3	2	2	2	2	1	2	0	4	0	1	0	0	0	1	1	0	24	28	10	19	25	21	22	14	43	33	12	18	21	21	40	50	8	42	19	138	11	2	12	17	23	9	2	31	6	7	9	22	35	46	11	5	26	16	21	4	11	19	15	34	13	2	21	98	18
chr1.16	50	9	242	188	398	43	32	100	3	5	7	6	8	6	2	6	7	7	4	2	5	6	6	15	13	8	19	4	4	0	1	2	2	0	2	2	3	0	2	1	4	5	4	3	1	2	1	0	0	2	4	1	0	1	1	1	3	3	1	1	7	2	3	2	2	6	7	2	3	3	10	3	8	3	2	6	3	11	8	2	0	2	1	5	3	2	2	0	3	14	5	0	8	2	6	1	6	1	6	4	0	2	4	5	3	1	2	0	1	2	0	1	3	1	1	0	2	2	5	2	3	2	1	6	1	0	0	0	3	0	0	2	13	22	2	22	11	10	19	11	22	19	5	9	16	14	25	21	11	23	10	51	3	1	7	12	28	4	0	17	7	6	8	8	5	26	7	4	20	12	9	8	3	13	1	18	10	4	8	36	8
chr1.160	54	21	681	250	703	72	37	292	4	3	8	5	3	11	10	4	6	29	38	12	21	8	13	24	25	23	41	16	27	3	3	4	3	2	3	3	3	3	3	3	3	4	1	3	5	1	4	1	3	4	5	2	3	0	3	6	8	1	3	6	4	2	4	3	2	4	7	5	7	8	4	3	1	13	5	3	5	8	14	11	3	3	4	9	4	3	2	4	0	10	4	4	3	4	0	7	3	3	5	3	1	2	2	3	2	2	3	2	3	2	1	1	10	4	6	1	3	3	6	1	8	1	5	8	2	1	0	1	2	1	2	1	23	22	9	20	27	12	25	9	30	43	7	15	29	28	42	44	11	43	37	158	10	1	8	15	23	14	3	61	12	18	15	27	51	70	12	6	26	25	38	8	16	13	23	40	15	2	25	140	21
chr1.161	94	19	1237	489	1572	82	52	430	6	16	6	10	8	19	10	11	8	32	26	22	39	12	25	28	38	32	72	33	47	1	3	5	2	1	4	3	4	3	8	3	0	11	0	5	4	2	4	4	3	3	6	3	3	2	1	3	4	5	1	3	2	6	13	3	4	5	14	2	7	22	10	10	7	18	8	7	5	14	34	25	3	3	4	11	16	6	9	4	6	9	9	4	13	6	13	9	10	5	11	8	2	0	6	12	7	11	5	1	1	3	7	6	19	4	5	1	4	3	8	6	11	3	4	11	8	4	1	1	5	0	4	0	56	55	22	38	62	66	47	23	101	86	28	45	55	61	97	143	37	133	56	191	35	0	10	34	70	25	4	127	17	32	39	59	109	131	22	8	26	26	48	22	32	36	26	60	28	6	48	269	37
chr1.162	93	14	726	258	911	58	36	250	13	11	7	8	9	19	10	13	3	16	23	7	23	9	14	17	30	22	40	9	24	5	4	2	0	1	1	1	3	2	4	1	1	3	1	8	1	4	2	4	4	2	3	2	1	1	2	3	4	0	2	0	3	2	6	2	8	7	8	0	2	10	9	6	7	9	0	6	1	6	11	8	5	2	2	5	8	3	8	0	0	9	5	4	6	3	4	7	9	1	5	4	2	3	3	6	4	4	2	2	3	1	7	6	4	3	3	3	2	4	6	2	9	2	4	2	2	2	0	0	1	1	1	0	21	33	8	29	28	22	29	3	50	42	12	27	25	25	72	77	21	76	30	178	15	5	12	21	42	17	2	54	7	17	9	35	57	82	18	7	18	29	19	14	15	20	15	56	16	11	32	157	19
chr1.164	54	13	655	205	819	41	36	286	12	4	0	10	4	14	2	5	3	22	43	11	16	5	23	31	21	32	37	15	19	4	1	1	1	4	2	0	2	2	3	0	1	4	1	5	1	1	0	1	2	3	9	0	1	0	0	1	4	0	0	2	5	3	8	2	2	5	8	1	4	4	9	4	6	7	2	1	2	12	10	3	3	0	1	6	1	4	5	2	1	3	5	3	6	2	7	6	4	2	6	2	2	0	4	1	8	3	1	2	1	2	1	1	5	2	3	0	4	5	3	1	6	2	3	4	1	3	3	0	0	0	0	1	23	16	9	23	29	23	25	14	39	33	14	21	28	25	45	88	18	61	36	169	15	1	11	21	25	13	4	70	15	15	13	20	43	61	17	9	16	42	15	15	13	23	17	42	16	12	24	125	15
chr1.165	41	20	383	171	514	50	22	162	2	2	4	0	1	18	3	7	4	18	19	5	6	3	10	19	12	11	16	13	15	2	2	4	3	3	4	2	0	2	1	2	0	1	1	1	0	2	1	10	1	3	7	0	2	1	1	5	6	2	1	0	5	3	2	1	1	7	2	1	3	3	5	7	2	7	2	3	2	6	3	6	2	5	4	7	3	3	4	2	4	11	2	4	4	2	1	4	4	2	4	0	3	2	0	1	1	0	0	1	2	1	1	3	10	3	0	3	2	5	2	0	2	0	0	3	0	2	1	1	1	0	0	0	19	12	8	19	23	13	12	16	20	24	5	12	16	5	21	41	7	22	12	150	8	2	12	13	14	6	0	37	8	11	11	17	22	37	12	7	25	10	15	6	7	7	4	20	6	6	14	92	3
chr1.166	43	16	360	158	502	40	29	184	3	4	3	5	7	9	5	4	3	21	22	8	15	3	10	10	20	15	26	11	15	3	0	2	4	2	4	1	3	2	0	1	1	1	2	2	2	0	0	2	1	4	7	0	2	0	0	4	3	1	2	1	2	3	3	5	4	3	6	2	5	2	12	1	3	4	1	6	2	4	7	5	0	1	4	3	1	0	3	2	1	7	1	2	4	3	5	5	1	0	7	2	1	1	1	1	7	3	0	2	1	3	2	1	7	1	1	0	3	0	2	3	3	3	3	3	0	1	0	0	0	0	0	1	13	14	9	15	20	12	16	10	22	24	8	11	13	7	19	24	9	23	17	144	10	1	12	19	15	7	2	21	4	5	9	28	25	31	7	3	28	27	12	7	6	10	12	12	7	10	14	68	5
chr1.167	63	21	600	242	621	92	37	303	3	10	11	7	12	9	7	4	0	28	23	6	28	10	29	24	51	22	32	12	22	3	3	3	1	1	4	6	0	0	4	2	2	5	3	2	3	2	3	1	2	4	13	1	2	0	33	3	4	1	2	5	4	1	6	2	3	8	7	1	1	10	12	6	3	7	1	7	2	5	15	16	0	5	2	8	5	4	8	2	2	9	9	2	6	1	4	3	7	1	1	4	1	1	3	2	4	6	5	1	3	1	2	2	6	3	3	3	3	1	5	1	8	0	0	3	0	1	1	0	1	1	2	1	11	14	10	25	26	20	16	12	25	29	10	30	25	16	34	50	17	34	22	117	6	1	20	14	19	9	2	29	10	12	4	39	27	35	8	11	25	30	28	8	7	20	17	27	7	9	20	189	27
chr1.168	90	14	652	191	734	66	31	216	5	18	4	6	6	18	16	7	10	16	21	5	9	7	8	22	30	11	35	11	21	4	1	3	3	1	0	2	3	4	3	1	3	3	2	5	1	4	0	3	2	2	8	3	4	1	3	3	5	0	3	4	2	2	4	4	2	5	8	0	2	5	6	3	6	1	2	5	1	3	9	11	1	1	0	5	7	4	4	1	3	12	8	2	4	3	5	1	4	2	1	2	0	2	2	5	3	1	1	2	2	2	3	5	1	2	3	2	3	3	5	4	3	0	0	3	1	2	0	1	2	0	4	0	18	21	7	16	22	17	27	5	41	30	12	18	27	21	50	68	11	43	27	163	16	2	14	23	24	6	5	40	9	18	15	40	49	40	16	7	22	15	27	11	22	9	15	29	8	6	24	206	13
chr1.169	48	12	363	189	618	43	24	171	5	4	5	2	4	7	7	5	9	20	20	4	11	3	7	26	12	18	15	9	17	3	3	0	3	0	1	2	1	2	1	1	0	4	0	4	2	1	1	0	2	3	10	0	1	1	2	4	1	2	0	0	1	3	3	0	4	5	6	2	3	5	4	3	3	5	3	0	1	6	10	10	3	4	2	5	2	0	3	4	0	10	2	7	2	5	5	3	4	2	6	1	1	2	2	2	0	0	1	1	1	1	5	4	3	3	2	1	4	2	3	4	7	1	1	2	2	2	2	3	1	1	2	0	19	20	9	34	23	10	22	9	27	24	8	24	25	13	25	36	7	33	30	156	6	4	10	10	17	9	5	19	5	11	8	28	23	22	9	9	21	18	15	3	8	11	9	16	5	5	9	86	9
chr1.170	60	17	480	171	820	45	28	216	4	5	6	2	3	15	11	6	8	22	21	13	16	11	18	18	15	21	16	12	19	4	4	3	0	0	4	2	3	2	1	1	1	4	2	1	0	5	3	1	1	0	6	1	1	0	2	5	2	1	2	1	2	1	3	2	2	6	7	4	2	5	11	1	2	10	4	1	4	3	6	10	0	0	0	2	3	0	3	0	0	11	5	2	5	1	3	4	5	3	2	1	1	3	3	1	1	2	2	2	1	0	1	5	5	2	2	5	3	0	1	2	4	1	2	6	1	2	1	0	1	1	1	0	24	22	6	43	25	43	38	9	24	36	16	31	29	16	40	57	7	53	27	169	12	4	22	17	32	9	2	30	10	9	14	45	29	36	11	5	24	22	13	8	13	12	7	26	10	4	15	115	11
chr1.172	78	8	675	190	734	47	42	327	5	12	4	8	5	12	15	6	11	41	28	12	32	6	13	20	31	33	44	23	27	2	4	1	0	0	1	0	3	2	1	1	1	1	2	1	0	1	1	2	6	2	2	1	16	0	0	3	0	1	0	4	7	5	4	2	3	8	6	3	2	4	8	3	1	6	1	7	2	12	13	8	0	1	1	4	2	1	3	1	1	8	10	1	4	1	4	2	2	4	4	3	0	2	4	3	4	2	1	2	2	1	3	5	4	1	4	4	2	0	4	2	7	1	1	1	0	1	3	0	0	0	2	1	25	23	6	15	24	12	20	10	41	36	13	16	22	27	42	73	19	42	29	141	24	1	16	22	19	9	3	49	9	21	14	29	54	69	10	12	20	40	46	14	13	20	9	38	12	6	19	143	16
chr1.173	110	6	901	231	914	48	52	406	5	26	6	9	6	22	17	9	10	39	38	11	39	10	33	22	52	43	50	22	33	1	0	1	0	1	1	2	4	1	1	4	3	5	3	6	0	2	1	1	1	1	3	1	2	0	2	2	2	2	1	5	1	5	10	2	8	4	11	6	3	5	7	4	3	3	2	7	3	5	13	12	2	2	4	4	4	3	4	1	4	9	7	5	3	3	4	7	4	4	9	1	0	1	0	5	11	2	0	3	2	2	6	2	5	1	5	5	3	1	4	1	5	1	4	5	1	2	0	0	3	1	2	0	30	24	7	31	24	37	36	7	46	50	20	25	25	48	46	106	18	56	29	154	21	2	13	10	36	16	6	76	12	30	25	32	60	87	21	7	24	45	49	17	28	38	13	62	21	10	29	171	22
chr1.174	188	12	1017	300	1304	65	46	404	14	27	10	24	22	24	29	28	10	24	42	11	32	11	35	24	43	38	43	29	48	2	0	2	1	1	4	2	2	3	2	2	3	4	3	4	5	1	4	4	4	2	8	3	1	1	0	2	5	1	1	4	3	5	4	6	6	5	9	4	5	9	16	7	2	7	7	8	2	11	13	12	0	1	2	5	6	1	7	4	5	12	8	4	5	3	4	12	10	1	2	6	2	1	3	9	5	2	1	2	0	2	6	5	4	1	0	4	2	2	8	7	6	4	3	8	2	6	0	1	6	1	0	0	43	32	12	38	53	43	56	15	79	43	11	50	45	51	85	138	38	100	42	183	27	2	13	32	69	22	2	83	16	36	22	39	81	105	13	7	19	46	61	22	25	30	10	48	17	8	43	231	31
chr1.175	53	11	513	190	628	57	44	200	7	10	3	1	3	9	10	5	5	17	23	9	24	4	9	10	20	15	30	5	19	1	1	1	1	1	5	1	4	1	2	0	1	6	1	0	3	2	2	0	2	4	8	2	3	2	3	5	4	1	1	1	7	5	4	2	7	5	12	1	3	2	6	3	5	2	1	7	2	5	6	8	0	1	8	4	4	3	7	2	0	4	5	5	3	2	1	3	3	4	5	3	1	3	2	6	4	3	4	2	1	0	4	1	5	3	1	2	1	1	2	4	4	3	1	6	2	0	0	0	0	1	4	2	18	12	9	18	20	19	28	9	32	27	9	16	23	12	33	60	9	35	14	158	12	4	10	7	18	15	6	55	6	16	6	25	38	44	13	7	30	20	21	16	8	18	17	27	14	2	15	83	11
chr1.177	36	15	340	167	547	38	28	173	1	3	1	5	2	6	9	3	6	22	25	3	18	3	13	11	14	17	17	9	12	2	2	0	2	5	1	3	5	2	0	1	1	1	2	1	0	1	3	0	1	2	1	2	1	2	2	3	3	2	2	4	2	4	1	1	2	5	5	4	0	5	6	4	1	8	1	5	1	3	14	9	1	2	3	3	4	2	4	3	0	6	4	2	1	5	2	2	3	2	6	0	0	0	1	1	5	4	3	1	1	2	2	2	5	1	1	1	1	4	1	3	3	2	1	1	2	0	0	1	3	0	2	1	24	21	1	17	18	22	24	9	26	24	6	15	6	17	18	40	8	31	13	153	8	1	16	9	15	9	1	25	6	9	7	24	19	30	7	5	25	15	17	6	8	14	6	18	7	4	11	60	7
chr1.178	44	10	436	188	712	39	40	174	3	4	3	3	7	6	13	4	1	22	15	8	17	5	6	16	15	8	23	10	19	2	1	1	2	1	2	1	2	2	1	4	0	4	0	1	2	3	1	1	1	0	7	0	0	3	0	1	3	0	3	6	0	6	4	2	5	3	11	3	4	6	9	4	6	8	2	1	0	3	7	8	0	1	0	9	9	1	2	2	0	5	1	1	4	2	7	9	2	4	4	1	0	1	1	5	3	3	2	3	0	1	1	2	6	0	2	4	1	3	3	4	4	3	2	4	1	0	0	0	3	0	4	0	13	20	1	32	27	19	19	12	38	34	21	16	32	22	32	53	8	52	19	170	12	1	8	19	25	12	0	36	12	8	7	29	38	27	9	6	26	15	29	8	10	6	11	22	6	3	14	92	10
chr1.179	76	9	621	243	892	55	38	218	11	6	8	12	1	13	15	6	4	17	18	6	20	4	24	7	13	18	33	17	25	3	2	1	1	1	1	0	1	0	2	2	1	5	3	3	1	1	3	1	3	3	7	1	1	0	1	6	8	2	0	6	3	5	4	4	3	4	5	4	4	5	14	5	4	12	4	5	3	5	19	12	5	8	4	5	2	4	1	3	4	12	9	5	3	2	1	4	7	3	6	2	0	2	1	3	5	3	1	0	1	0	1	3	3	1	2	1	5	1	4	3	4	1	2	6	1	2	1	1	0	1	2	0	23	29	10	21	25	35	33	16	54	45	6	22	26	32	42	66	20	92	34	164	18	1	16	18	32	16	3	54	9	19	12	23	49	80	9	4	22	9	46	9	11	14	10	34	13	6	15	134	20
chr1.180	45	17	343	198	567	53	26	153	4	2	3	2	5	15	8	2	4	11	14	7	6	4	9	11	15	12	18	13	21	1	0	4	4	4	1	3	3	2	0	1	2	6	1	3	2	4	1	3	1	1	4	2	0	3	1	4	6	1	2	1	3	2	4	1	1	5	7	2	8	11	6	7	8	4	0	4	4	2	8	10	1	2	0	7	2	0	3	0	5	5	1	6	3	3	1	6	3	4	6	3	2	0	2	2	4	2	0	4	0	1	2	2	4	2	2	3	7	3	2	1	4	3	0	5	0	4	1	1	2	0	0	0	17	11	6	17	23	19	20	7	29	29	6	14	24	13	27	31	12	27	12	144	8	2	12	21	26	4	1	25	6	6	4	14	25	34	11	6	40	16	20	6	9	3	6	13	5	7	7	69	6
chr1.181	32	11	348	193	490	53	36	151	4	0	4	3	2	9	4	3	3	7	19	10	11	4	9	6	11	18	20	9	15	3	1	2	1	1	2	1	5	0	2	2	2	3	3	3	1	4	2	3	3	1	7	0	0	0	0	7	2	0	3	2	2	1	2	4	2	10	10	3	1	6	6	2	2	3	2	4	2	7	11	9	0	1	1	7	0	1	5	0	1	11	8	3	3	0	2	5	8	5	4	1	0	2	0	4	3	1	4	2	3	2	2	2	3	4	2	0	2	1	6	3	10	2	3	4	1	2	2	1	0	0	2	0	9	9	8	26	20	9	8	7	14	22	10	6	15	12	26	38	5	17	10	138	6	3	17	11	20	8	2	24	13	10	7	17	26	32	8	2	20	11	15	10	13	8	14	10	5	3	7	75	8
chr1.182	30	14	362	204	473	53	33	156	2	2	3	4	3	5	7	0	4	13	12	6	6	8	15	2	18	15	28	6	20	2	0	2	2	4	0	4	3	1	3	1	3	6	3	2	2	2	2	3	2	3	2	0	2	0	3	2	3	5	0	1	4	7	5	1	2	4	2	7	8	10	8	4	4	6	3	2	1	7	7	8	0	1	3	6	4	2	7	2	2	3	4	3	5	4	3	3	5	4	4	1	1	1	4	3	4	2	2	1	2	3	1	1	9	5	0	2	4	0	3	1	4	1	4	4	2	1	0	0	1	2	2	0	11	18	4	8	14	7	12	8	24	17	3	8	11	16	22	17	6	23	16	160	7	0	18	13	12	7	1	26	9	11	5	23	20	32	4	3	25	12	12	11	12	9	12	23	7	4	6	81	7
chr1.183	78	26	502	266	567	49	47	163	6	15	5	8	4	18	8	5	9	9	26	4	9	2	16	8	12	16	17	8	21	2	8	3	5	2	5	1	3	5	1	3	0	2	1	1	0	5	0	3	3	1	4	1	3	0	0	6	3	2	2	5	9	1	2	4	2	6	14	4	4	9	11	3	5	9	3	5	3	4	7	11	0	3	4	7	3	3	4	3	2	6	7	5	5	1	4	4	9	1	5	3	3	1	3	7	1	3	3	2	2	3	4	9	9	1	5	3	6	2	6	4	5	1	4	5	3	5	2	2	2	0	6	1	17	12	7	24	20	14	18	12	16	22	4	14	7	15	27	38	5	20	21	178	12	0	15	14	11	11	4	29	13	12	13	32	30	36	8	4	20	17	15	11	18	13	11	24	15	5	15	138	8
chr1.184	142	16	830	487	717	71	65	349	10	29	9	14	14	24	10	14	18	30	29	12	26	10	16	26	28	40	52	26	32	3	5	3	0	2	2	1	2	4	4	4	0	2	4	3	2	0	1	2	1	3	15	1	5	1	4	4	7	1	1	8	7	5	15	4	10	7	5	4	10	24	11	9	7	11	3	11	3	15	39	17	3	6	2	13	6	2	7	5	8	14	17	12	6	6	9	8	15	6	15	7	4	4	3	10	8	4	7	8	6	4	6	5	9	4	5	3	3	8	5	13	10	3	3	7	4	4	2	1	4	0	4	0	26	24	4	27	27	19	22	7	37	40	10	12	14	24	43	67	17	40	31	134	11	2	20	18	35	23	4	64	19	31	23	32	44	87	16	4	17	22	40	21	12	17	16	65	17	7	33	198	18
chr1.185	229	30	1222	477	666	89	114	549	19	55	9	22	21	31	30	27	15	58	61	24	43	17	20	40	54	72	56	35	46	6	6	3	6	2	6	1	8	1	6	2	4	5	3	5	1	4	1	5	1	5	10	1	2	3	4	5	2	7	4	8	14	11	18	10	11	15	20	7	9	21	17	15	14	17	6	13	4	16	28	26	2	5	3	4	7	6	8	6	5	8	14	4	8	8	10	12	9	7	8	5	2	4	3	5	6	3	1	6	6	2	3	3	10	4	9	3	9	7	14	4	18	6	4	8	2	4	2	1	2	2	1	0	18	21	7	27	24	27	24	5	33	29	4	17	22	10	42	61	12	54	31	124	15	0	13	13	25	34	4	109	22	35	27	48	91	119	22	7	21	58	61	30	35	31	24	79	23	6	39	270	27
chr1.186	186	35	1165	611	1150	138	114	634	15	46	5	9	14	42	26	19	10	64	76	23	51	13	18	59	53	80	62	52	54	9	11	2	3	2	4	4	4	1	3	16	5	7	6	11	5	5	1	6	2	10	6	6	10	2	3	7	7	6	9	7	9	13	18	3	12	19	24	9	13	14	22	7	13	25	6	10	9	17	33	42	3	7	7	17	5	5	18	4	3	8	13	11	13	3	16	17	23	11	12	9	1	4	6	5	8	7	3	6	6	5	4	12	13	4	8	3	8	6	9	8	17	5	3	15	1	9	3	0	6	3	6	1	39	42	8	35	44	34	49	15	75	39	15	25	32	53	51	127	29	94	49	164	25	3	19	23	55	27	6	79	25	30	30	55	93	104	38	3	16	62	63	13	28	53	27	83	25	5	38	222	40
chr1.187	203	18	1324	656	1202	111	91	727	23	33	14	16	15	35	31	23	13	70	89	21	62	14	39	64	60	96	66	56	64	5	5	2	2	1	2	1	4	0	4	4	1	3	1	7	2	4	1	2	4	7	8	9	6	6	2	10	17	4	5	4	8	7	16	4	10	12	25	5	7	22	30	16	12	22	6	21	9	21	41	38	1	7	11	6	17	9	14	7	6	5	14	5	12	2	17	7	22	7	18	9	2	5	5	11	9	8	6	7	11	8	7	11	17	6	8	5	9	6	9	14	6	5	5	11	4	7	3	2	1	2	6	0	38	38	5	25	32	52	40	22	85	45	21	33	33	46	57	127	37	97	56	159	22	4	17	40	62	40	3	137	29	45	50	45	75	127	23	5	16	69	56	19	40	75	27	84	32	3	46	229	49
chr1.188	222	40	1503	622	1174	97	112	751	16	45	12	20	22	35	32	25	15	79	85	26	62	15	23	47	55	104	94	56	65	5	10	2	5	3	9	6	1	0	3	5	3	5	6	6	6	7	0	2	0	7	11	10	3	3	1	2	5	6	5	8	13	12	23	8	6	14	23	5	11	22	22	11	2	25	11	14	9	22	36	36	3	3	6	14	9	7	9	5	4	9	22	9	12	4	10	9	19	4	18	4	6	6	8	14	9	6	5	7	5	5	5	10	12	4	9	3	12	8	7	10	18	7	5	9	4	11	3	5	7	3	1	1	48	43	4	27	48	50	50	18	72	67	17	30	35	35	77	115	23	80	71	134	28	2	18	30	51	31	5	148	16	37	73	68	111	148	26	8	16	76	87	19	50	63	32	92	31	1	58	266	41
chr1.189	165	32	1209	568	794	50	86	508	18	33	7	14	9	26	22	22	14	49	73	14	43	5	19	38	46	54	54	33	50	8	5	3	6	3	3	4	5	0	2	2	1	3	2	3	1	3	2	3	1	4	6	0	1	0	2	3	3	0	3	6	9	7	10	9	14	12	14	5	10	16	20	12	10	24	7	14	10	23	28	21	1	10	5	16	12	6	10	11	2	8	18	5	10	5	15	8	18	9	15	10	2	1	1	4	8	7	5	7	5	7	8	9	5	4	8	4	11	9	7	3	20	2	5	8	2	7	6	1	6	3	2	2	25	28	5	19	20	26	48	7	33	24	7	22	29	19	52	75	13	45	35	160	20	5	15	19	36	28	4	123	24	38	44	50	74	103	21	9	17	52	69	17	30	53	17	79	25	10	53	237	32
chr1.19	67	23	460	154	780	46	31	179	5	11	5	7	9	14	5	10	1	9	7	9	15	7	4	21	17	30	32	7	10	6	4	1	0	8	2	2	0	4	2	0	0	2	3	1	2	4	0	0	1	2	9	4	1	2	1	4	2	1	1	4	7	2	1	2	2	3	7	3	3	3	6	0	4	1	1	3	2	5	7	6	3	4	1	7	2	0	0	2	3	5	6	1	8	3	2	6	3	2	1	1	0	2	1	4	4	2	3	0	2	2	3	0	3	3	3	2	2	1	3	0	2	1	2	3	0	2	0	0	3	0	0	0	24	53	4	18	39	33	24	13	41	24	19	15	27	30	61	61	26	48	35	59	7	3	9	18	80	6	3	45	7	22	6	21	19	50	23	3	12	22	23	12	2	14	9	33	13	2	15	80	18
